CrashName,PartyType,Age,Sobriety,AgeGroup,Sobriety_Code,PartyType_Code
CR-0000097746,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000097752,Car,34,Impairment Not Known,31-45,2,3
CR-0000097767,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000097732,Panel Truck,33,Not Applicable,31-45,0,9
CR-0000097745,Car,27,Under Drug Influence,18-30,8,3
CR-0000097759,Car,49,Impairment Not Known,46-60,2,3
CR-0000097751,Car,0,Impairment Not Known,<18,2,3
CR-0000097722,Car,0,Had Not Been Drinking,<18,1,3
CR-0000097740,Car,50,Not Applicable,46-60,0,3
CR-0000097730,Car,59,Impairment Not Known,46-60,2,3
CR-0000097733,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000097725,Car,43,Not Applicable,31-45,0,3
CR-0000097721,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000097723,Car,26,Impairment Not Known,18-30,2,3
CR-0000097727,Car,0,Not Applicable,<18,0,3
CR-0000097743,Car,46,Had Not Been Drinking,46-60,1,3
CR-0000097755,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000097758,Car,0,Impairment Not Known,<18,2,3
CR-0000097743,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000097724,Car,0,Not Applicable,<18,0,3
CR-0000097766,Car,60,Had Not Been Drinking,46-60,1,3
CR-0000097721,Car,63,Had Not Been Drinking,60+,1,3
CR-0000097751,Car,33,Impairment Not Known,31-45,2,3
CR-0000097767,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000097758,Car,52,Impairment Not Known,46-60,2,3
CR-0000097751,Car,0,Impairment Not Known,<18,2,3
CR-0000097732,Car,0,Impairment Not Known,<18,2,3
CR-0000097750,Car,0,Impairment Not Known,<18,2,3
CR-0000097757,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097739,Car,81,Had Not Been Drinking,60+,1,3
CR-0000097762,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097762,Car,39,Impairment Not Known,31-45,2,3
CR-0000097759,Car,87,Impairment Not Known,60+,2,3
CR-0000097733,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000097740,Car,35,Not Applicable,31-45,0,3
CR-0000097742,Panel Truck,46,Had Not Been Drinking,46-60,1,9
CR-0000097743,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000097724,Car,0,Impairment Not Known,<18,2,3
CR-0000097723,Car,0,Impairment Not Known,<18,2,3
CR-0000097729,Panel Truck,5,Impairment Not Known,<18,2,9
CR-0000097740,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097765,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000097750,Car,35,Had Not Been Drinking,31-45,1,3
CR-0000097731,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000097754,Panel Truck,54,Had Not Been Drinking,46-60,1,9
CR-0000097738,Car,0,Not Applicable,<18,0,3
CR-0000097763,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000097735,Car,29,Impairment Not Known,18-30,2,3
CR-0000097729,Pedestrian,5,Impairment Not Known,<18,2,10
CR-0000097739,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000097760,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000097761,Car,67,Impairment Not Known,60+,2,3
CR-0000097735,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000097742,Motorcycle/Moped,57,Had Not Been Drinking,46-60,1,8
CR-0000097744,Car,0,Impairment Not Known,<18,2,3
CR-0000097765,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000097748,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000097746,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000097756,Car,30,Impairment Not Known,18-30,2,3
CR-0000097766,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000097754,Bicycle,18,Had Not Been Drinking,<18,1,0
CR-0000097738,Car,0,Not Applicable,<18,0,3
CR-0000097744,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000097730,Car,28,Impairment Not Known,18-30,2,3
CR-0000097745,Car,49,Impairment Not Known,46-60,2,3
CR-0000097764,Car,71,Had Not Been Drinking,60+,1,3
CR-0000097727,Car,21,Had Been Drinking - Under Influence,18-30,7,3
CR-0000097734,Car,25,Impairment Not Known,18-30,2,3
CR-0000097764,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000097748,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000097752,Car,48,Impairment Not Known,46-60,2,3
CR-0000097753,Car,34,Impairment Not Known,31-45,2,3
CR-0000097761,Car,40,Impairment Not Known,31-45,2,3
CR-0000097734,Car,0,Impairment Not Known,<18,2,3
CR-0000097731,Panel Truck,43,Had Not Been Drinking,31-45,1,9
CR-0000097727,Car,0,Not Applicable,<18,0,3
CR-0000097722,Car,55,Impairment Not Known,46-60,2,3
CR-0000097777,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000097776,Car,32,Impairment Not Known,31-45,2,3
CR-0000097778,Panel Truck,0,Not Applicable,<18,0,9
CR-0000097785,Car,36,Had Not Been Drinking,31-45,1,3
CR-0000097779,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000097768,Panel Truck,35,Had Not Been Drinking,31-45,1,9
CR-0000097792,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097798,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000097786,Car,49,Impairment Not Known,46-60,2,3
CR-0000097794,Car,24,Impairment Not Known,18-30,2,3
CR-0000097776,Car,61,Had Not Been Drinking,60+,1,3
CR-0000097786,Car,36,Impairment Not Known,31-45,2,3
CR-0000097775,Car,59,Impairment Not Known,46-60,2,3
CR-0000097769,Car,48,Impairment Not Known,46-60,2,3
CR-0000097772,Car,75,Had Not Been Drinking,60+,1,3
CR-0000097779,Car,70,Had Not Been Drinking,60+,1,3
CR-0000097787,Car,35,Had Been Drinking - Under Influence,31-45,7,3
CR-0000097769,Car,0,Impairment Not Known,<18,2,3
CR-0000097793,Car,63,Impairment Not Known,60+,2,3
CR-0000097802,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000097796,Car,0,Impairment Not Known,<18,2,3
CR-0000097770,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000097776,Car,58,Had Not Been Drinking,46-60,1,3
CR-0000097785,Car,65,Had Not Been Drinking,60+,1,3
CR-0000097770,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000097802,Scooter Motorized,26,Had Not Been Drinking,18-30,1,11
CR-0000097768,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000097778,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000097782,Car,28,Had Been Drinking - Under Influence,18-30,7,3
CR-0000097795,Car,0,Impairment Not Known,<18,2,3
CR-0000097780,Car,0,Impairment Not Known,<18,2,3
CR-0000097784,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000097800,Car,34,Impairment Not Known,31-45,2,3
CR-0000097773,Car,23,Impairment Not Known,18-30,2,3
CR-0000097774,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000097788,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097771,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000097796,Car,0,Had Not Been Drinking,<18,1,3
CR-0000097791,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097797,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000097798,Motorcycle/Moped,44,Impairment Not Known,31-45,2,8
CR-0000097783,Car,0,Impairment Not Known,<18,2,3
CR-0000097800,Car,30,Impairment Not Known,18-30,2,3
CR-0000097781,Car,34,Impairment Not Known,31-45,2,3
CR-0000097793,Car,30,Impairment Not Known,18-30,2,3
CR-0000097772,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000097792,Car,60,Impairment Not Known,46-60,2,3
CR-0000097781,Car,26,Impairment Not Known,18-30,2,3
CR-0000097775,Car,84,Impairment Not Known,60+,2,3
CR-0000097795,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097771,Scooter Non-Motorized,25,Had Not Been Drinking,18-30,1,12
CR-0000097788,Car,0,Impairment Not Known,<18,2,3
CR-0000097791,Car,61,Impairment Not Known,60+,2,3
CR-0000097797,Panel Truck,0,Had Not Been Drinking,<18,1,9
CR-0000097776,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000097775,Car,52,Impairment Not Known,46-60,2,3
CR-0000097783,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097784,Car,31,Impairment Not Known,31-45,2,3
CR-0000097789,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097787,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000097799,Car,0,Impairment Not Known,<18,2,3
CR-0000097801,Car,0,Impairment Not Known,<18,2,3
CR-0000097773,Car,56,Impairment Not Known,46-60,2,3
CR-0000097795,Panel Truck,0,Not Applicable,<18,0,9
CR-0000097794,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097780,Panel Truck,44,Had Not Been Drinking,31-45,1,9
CR-0000097829,Pedestrian,0,Impairment Not Known,<18,2,10
CR-0000097818,Car,61,Impairment Not Known,60+,2,3
CR-0000097805,Panel Truck,67,Had Not Been Drinking,60+,1,9
CR-0000097825,Car,28,Had Been Drinking - Impairment Unknown,18-30,6,3
CR-0000097810,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000097830,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000097811,Car,27,Impairment Not Known,18-30,2,3
CR-0000097806,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000097834,Panel Truck,40,Had Not Been Drinking,31-45,1,9
CR-0000097804,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000097809,Car,0,Impairment Not Known,<18,2,3
CR-0000097817,Car,0,Impairment Not Known,<18,2,3
CR-0000097814,Car,69,Had Been Drinking - Under Influence,60+,7,3
CR-0000097815,Car,66,Had Not Been Drinking,60+,1,3
CR-0000097817,Car,53,Impairment Not Known,46-60,2,3
CR-0000097823,Car,62,Had Not Been Drinking,60+,1,3
CR-0000097822,Car,17,Impairment Not Known,<18,2,3
CR-0000097820,Construction Equipment,40,Impairment Not Known,31-45,2,5
CR-0000097808,Car,45,Impairment Not Known,31-45,2,3
CR-0000097834,Pedestrian,65,Had Not Been Drinking,60+,1,10
CR-0000097824,Panel Truck,23,Had Not Been Drinking,18-30,1,9
CR-0000097821,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000097809,Car,17,Impairment Not Known,<18,2,3
CR-0000097810,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000097833,Car,52,Impairment Not Known,46-60,2,3
CR-0000097826,Car,69,Had Not Been Drinking,60+,1,3
CR-0000097820,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097806,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000097818,Panel Truck,21,Impairment Not Known,18-30,2,9
CR-0000097819,Car,0,Impairment Not Known,<18,2,3
CR-0000097827,Car,0,Had Not Been Drinking,<18,1,3
CR-0000097828,Car,45,Impairment Not Known,31-45,2,3
CR-0000097830,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000097807,Car,83,Impairment Not Known,60+,2,3
CR-0000097812,Car,53,Sleepy/Fatigued,46-60,4,3
CR-0000097811,Motorcycle/Moped,50,Impairment Not Known,46-60,2,8
CR-0000097815,Panel Truck,47,Impairment Not Known,46-60,2,9
CR-0000097808,Car,0,Impairment Not Known,<18,2,3
CR-0000097829,Car,31,Impairment Not Known,31-45,2,3
CR-0000097816,Car,36,Impairment Not Known,31-45,2,3
CR-0000097826,Car,74,Had Not Been Drinking,60+,1,3
CR-0000097827,Car,32,Had Been Drinking - Under Influence,31-45,7,3
CR-0000097833,Car,46,Impairment Not Known,46-60,2,3
CR-0000097822,Car,40,Impairment Not Known,31-45,2,3
CR-0000097819,Car,43,Impairment Not Known,31-45,2,3
CR-0000097823,Car,32,Had Been Drinking - Under Influence,31-45,7,3
CR-0000097804,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000097835,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000097832,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000097805,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000097821,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000097835,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000097831,Car,67,Had Not Been Drinking,60+,1,3
CR-0000097823,Car,0,Not Applicable,<18,0,3
CR-0000097828,Bicycle,76,Impairment Not Known,60+,2,0
CR-0000097818,Panel Truck,78,Impairment Not Known,60+,2,9
CR-0000097832,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000097824,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000097831,Car,56,Had Not Been Drinking,46-60,1,3
CR-0000097846,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000097852,Car,67,Impairment Not Known,60+,2,3
CR-0000097837,Car,21,Impairment Not Known,18-30,2,3
CR-0000097836,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000097841,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000097851,Panel Truck,76,Had Not Been Drinking,60+,1,9
CR-0000097845,Car,0,Impairment Not Known,<18,2,3
CR-0000097843,Car,0,Impairment Not Known,<18,2,3
CR-0000097850,Panel Truck,61,Had Not Been Drinking,60+,1,9
CR-0000097853,Car,33,Impairment Not Known,31-45,2,3
CR-0000097841,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000097851,Bicycle,60,Had Not Been Drinking,46-60,1,0
CR-0000097844,Bicycle,25,Had Not Been Drinking,18-30,1,0
CR-0000097840,Car,69,Had Not Been Drinking,60+,1,3
CR-0000097843,Car,81,Had Not Been Drinking,60+,1,3
CR-0000097847,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000097837,Bus - Other,27,Impairment Not Known,18-30,2,1
CR-0000097846,Other,54,Had Not Been Drinking,46-60,1,17
CR-0000097842,Car,0,Not Applicable,<18,0,3
CR-0000097848,Car,42,Impairment Not Known,31-45,2,3
CR-0000097850,Car,67,Had Not Been Drinking,60+,1,3
CR-0000097852,Car,35,Impairment Not Known,31-45,2,3
CR-0000097838,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097849,Car,64,Impairment Not Known,60+,2,3
CR-0000097849,Car,67,Impairment Not Known,60+,2,3
CR-0000097836,Pedestrian,60,Impairment Not Known,46-60,2,10
CR-0000097848,Car,52,Impairment Not Known,46-60,2,3
CR-0000097839,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000097841,Car,18,Had Not Been Drinking,<18,1,3
CR-0000097842,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000097840,Car,61,Had Not Been Drinking,60+,1,3
CR-0000097842,Pedestrian,35,Had Not Been Drinking,31-45,1,10
CR-0000097838,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000097848,Car,36,Impairment Not Known,31-45,2,3
CR-0000097842,Panel Truck,0,Not Applicable,<18,0,9
CR-0000097847,Panel Truck,29,Had Not Been Drinking,18-30,1,9
CR-0000097844,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000097853,Car,56,Impairment Not Known,46-60,2,3
CR-0000097858,Panel Truck,47,Had Not Been Drinking,46-60,1,9
CR-0000097860,Pedestrian,36,Impairment Not Known,31-45,2,10
CR-0000097856,Car,38,Had Been Drinking - Not Under Influence,31-45,5,3
CR-0000097859,Pedestrian,40,Impairment Not Known,31-45,2,10
CR-0000097857,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000097859,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000097860,Panel Truck,30,Impairment Not Known,18-30,2,9
CR-0000097855,Car,0,Not Applicable,<18,0,3
CR-0000097854,Car,36,Had Been Drinking - Under Influence,31-45,7,3
CR-0000097857,Car,0,Impairment Not Known,<18,2,3
CR-0000097855,Car,22,Under Drug Influence,18-30,8,3
CR-0000097856,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000097858,Motorcycle/Moped,36,Had Not Been Drinking,31-45,1,8
CR-0000097855,Car,0,Not Applicable,<18,0,3
CR-0000097855,Car,0,Not Applicable,<18,0,3
CR-0000097865,Pedestrian,63,Had Not Been Drinking,60+,1,10
CR-0000097863,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000097868,Car,54,Impairment Not Known,46-60,2,3
CR-0000097864,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000097880,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000097874,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000097869,Bicycle,10,Had Not Been Drinking,<18,1,0
CR-0000097882,Bus - Other,53,Had Not Been Drinking,46-60,1,1
CR-0000097876,Panel Truck,53,Impairment Not Known,46-60,2,9
CR-0000097864,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000097868,Car,27,Impairment Not Known,18-30,2,3
CR-0000097861,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000097868,Car,56,Impairment Not Known,46-60,2,3
CR-0000097861,Bicycle,52,Had Not Been Drinking,46-60,1,0
CR-0000097866,Car,0,Had Not Been Drinking,<18,1,3
CR-0000097871,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000097873,Car,67,Had Not Been Drinking,60+,1,3
CR-0000097879,Bicycle,27,Had Not Been Drinking,18-30,1,0
CR-0000097881,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000097880,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000097882,Car,66,Had Not Been Drinking,60+,1,3
CR-0000097869,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000097875,Car,0,Impairment Not Known,<18,2,3
CR-0000097874,Car,44,Impairment Not Known,31-45,2,3
CR-0000097866,Car,19,Impairment Not Known,18-30,2,3
CR-0000097866,Car,0,Not Applicable,<18,0,3
CR-0000097867,Car,0,Impairment Not Known,<18,2,3
CR-0000097867,Car,0,Not Applicable,<18,0,3
CR-0000097866,Car,0,Not Applicable,<18,0,3
CR-0000097880,Car,56,Not Applicable,46-60,0,3
CR-0000097863,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000097877,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000097872,Car,61,Had Not Been Drinking,60+,1,3
CR-0000097866,Car,0,Not Applicable,<18,0,3
CR-0000097881,Bicycle,44,Had Not Been Drinking,31-45,1,0
CR-0000097871,Bus - Other,43,Had Not Been Drinking,31-45,1,1
CR-0000097870,Car,0,Impairment Not Known,<18,2,3
CR-0000097870,Car,0,Impairment Not Known,<18,2,3
CR-0000097871,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000097882,Car,36,Had Not Been Drinking,31-45,1,3
CR-0000097873,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000097878,Panel Truck,0,Not Applicable,<18,0,9
CR-0000097865,Panel Truck,44,Had Not Been Drinking,31-45,1,9
CR-0000097877,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000097879,Car,58,Had Not Been Drinking,46-60,1,3
CR-0000097875,Car,22,Impairment Not Known,18-30,2,3
CR-0000097866,Panel Truck,0,Not Applicable,<18,0,9
CR-0000097880,Car,66,Not Applicable,60+,0,3
CR-0000097882,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000097872,Car,35,Had Not Been Drinking,31-45,1,3
CR-0000097876,Car,18,Impairment Not Known,<18,2,3
CR-0000097878,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000097862,Car,31,Impairment Not Known,31-45,2,3
CR-0000098007,Pedestrian,51,Impairment Not Known,46-60,2,10
CR-0000097912,Car,0,Not Applicable,<18,0,3
CR-0000097895,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000098180,Car,34,Impairment Not Known,31-45,2,3
CR-0000098000,Car,0,Not Applicable,<18,0,3
CR-0000098174,Car,0,Not Applicable,<18,0,3
CR-0000098197,Pedestrian,16,Impairment Not Known,<18,2,10
CR-0000097936,Car,0,Impairment Not Known,<18,2,3
CR-0000098103,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000098159,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000098187,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000098107,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000098166,Car,50,Impairment Not Known,46-60,2,3
CR-0000098178,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000098028,Panel Truck,22,Had Been Drinking - Under Influence,18-30,7,9
CR-0000097915,Pedestrian,53,Impairment Not Known,46-60,2,10
CR-0000097983,Car,0,Not Applicable,<18,0,3
CR-0000098083,Motorcycle/Moped,31,Had Not Been Drinking,31-45,1,8
CR-0000098128,Car,21,Impairment Not Known,18-30,2,3
CR-0000098119,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000098144,Car,35,Impairment Not Known,31-45,2,3
CR-0000097948,Panel Truck,56,Had Not Been Drinking,46-60,1,9
CR-0000098196,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000097937,Panel Truck,0,Not Applicable,<18,0,9
CR-0000098078,Car,43,Had Been Drinking - Under Influence,31-45,7,3
CR-0000098155,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000097957,Car,66,Impairment Not Known,60+,2,3
CR-0000097968,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000098044,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000098112,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000098173,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000098041,Car,62,Impairment Not Known,60+,2,3
CR-0000098105,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000097885,Car,54,Impairment Not Known,46-60,2,3
CR-0000097892,Car,949,Had Not Been Drinking,60+,1,3
CR-0000098167,Car,20,Had Not Been Drinking,18-30,1,3
CR-0000097937,Car,0,Not Applicable,<18,0,3
CR-0000098194,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000098035,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000098097,Motorcycle/Moped,63,Had Not Been Drinking,60+,1,8
CR-0000098096,Car,43,Impairment Not Known,31-45,2,3
CR-0000097965,Car,0,Impairment Not Known,<18,2,3
CR-0000097928,Car,54,Impairment Not Known,46-60,2,3
CR-0000097960,Car,43,Impairment Not Known,31-45,2,3
CR-0000097923,Car,0,Impairment Not Known,<18,2,3
CR-0000098013,Bicycle,14,Impairment Not Known,<18,2,0
CR-0000097956,Car,45,Impairment Not Known,31-45,2,3
CR-0000097934,Pedestrian,38,Impairment Not Known,31-45,2,10
CR-0000098121,Panel Truck,20,Impairment Not Known,18-30,2,9
CR-0000098159,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000098168,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000098040,Car,33,Had Been Drinking - Not Under Influence,31-45,5,3
CR-0000098135,Car,0,Not Applicable,<18,0,3
CR-0000097927,Panel Truck,26,Had Not Been Drinking,18-30,1,9
CR-0000098000,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000097920,Car,44,Impairment Not Known,31-45,2,3
CR-0000097964,Car,28,Impairment Not Known,18-30,2,3
CR-0000098021,Car,28,Impairment Not Known,18-30,2,3
CR-0000098158,Car,19,Impairment Not Known,18-30,2,3
CR-0000098102,Car,18,Impairment Not Known,<18,2,3
CR-0000098084,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000098132,Car,55,Impairment Not Known,46-60,2,3
CR-0000098083,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000098174,Car,0,Not Applicable,<18,0,3
CR-0000098101,Car,0,Not Applicable,<18,0,3
CR-0000098034,Car,27,Had Been Drinking - Under Influence,18-30,7,3
CR-0000098129,Panel Truck,56,Had Not Been Drinking,46-60,1,9
CR-0000098184,Car,30,Impairment Not Known,18-30,2,3
CR-0000097970,Car,60,Under Drug Influence,46-60,8,3
CR-0000098089,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000098111,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000097981,Bicycle,40,Had Not Been Drinking,31-45,1,0
CR-0000098146,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000098127,Unknown,0,Impairment Not Known,<18,2,18
CR-0000098044,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000098011,Car,55,Sleepy/Fatigued,46-60,4,3
CR-0000098074,Car,0,Impairment Not Known,<18,2,3
CR-0000097888,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000098177,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000097914,Emergency Vehicle,0,Not Applicable,<18,0,6
CR-0000098161,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000098076,Car,19,Impairment Not Known,18-30,2,3
CR-0000098179,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000097980,Car,0,Not Applicable,<18,0,3
CR-0000098181,Pedestrian,13,Had Not Been Drinking,<18,1,10
CR-0000098113,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000098017,Car,0,Not Applicable,<18,0,3
CR-0000098155,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000098093,Bicycle,54,Had Not Been Drinking,46-60,1,0
CR-0000098016,Pedestrian,53,Impairment Not Known,46-60,2,10
CR-0000098182,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000097963,Car,67,Had Not Been Drinking,60+,1,3
CR-0000098039,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000097940,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000098077,Car,0,Not Applicable,<18,0,3
CR-0000098145,Car,43,Impairment Not Known,31-45,2,3
CR-0000098028,Car,0,Not Applicable,<18,0,3
CR-0000097909,Bicycle,15,Impairment Not Known,<18,2,0
CR-0000098084,Car,68,Had Not Been Drinking,60+,1,3
CR-0000098193,Car,0,Not Applicable,<18,0,3
CR-0000098145,Car,28,Impairment Not Known,18-30,2,3
CR-0000098033,Pedestrian,66,Had Not Been Drinking,60+,1,10
CR-0000098089,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000098101,Car,37,Impairment Not Known,31-45,2,3
CR-0000097931,Car,0,Impairment Not Known,<18,2,3
CR-0000098142,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000098180,Car,0,Not Applicable,<18,0,3
CR-0000098194,Car,35,Had Not Been Drinking,31-45,1,3
CR-0000097948,Car,62,Had Not Been Drinking,60+,1,3
CR-0000098029,Car,0,Impairment Not Known,<18,2,3
CR-0000098188,Car,0,Impairment Not Known,<18,2,3
CR-0000098179,Bicycle,34,Had Not Been Drinking,31-45,1,0
CR-0000098100,Car,0,Impairment Not Known,<18,2,3
CR-0000098005,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000098113,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000097978,Car,26,Had Been Drinking - Under Influence,18-30,7,3
CR-0000097909,Car,39,Sleepy/Fatigued,31-45,4,3
CR-0000098102,Car,41,Impairment Not Known,31-45,2,3
CR-0000098089,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000098137,Car,18,Had Not Been Drinking,<18,1,3
CR-0000098124,Panel Truck,60,Not Applicable,46-60,0,9
CR-0000098123,Emergency Vehicle,28,Had Not Been Drinking,18-30,1,6
CR-0000098072,Car,33,Impairment Not Known,31-45,2,3
CR-0000097941,Car,0,Impairment Not Known,<18,2,3
CR-0000097962,Unknown,0,Impairment Not Known,<18,2,18
CR-0000098090,Car,16,Impairment Not Known,<18,2,3
CR-0000098068,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000097984,Car,41,Impairment Not Known,31-45,2,3
CR-0000098009,Car,21,Had Been Drinking - Under Influence,18-30,7,3
CR-0000098188,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000097956,Car,42,Impairment Not Known,31-45,2,3
CR-0000098152,Unknown,0,Impairment Not Known,<18,2,18
CR-0000097949,Car,72,Had Not Been Drinking,60+,1,3
CR-0000098197,Pedestrian,0,Impairment Not Known,<18,2,10
CR-0000098172,Car,25,Had Not Been Drinking,18-30,1,3
